Language_Name,Lexeme,Meaning,Cognate_Set,Latitude,Longitude,Subfamily
Selkup,aśa ~ asə etc.,not,a,65.7035,82.4441,Samoyed
Proto-Uralic*,*powi̮(-li̮) ?,knee,a,NA,NA,(reconstr.)
South Saami,boelve,knee,a,62.8801,13.7006,Saami
Ume Saami,bualˈva,knee,a,64.6383,18.646,Saami
Pite Saami,buallva,knee,a,66.4011,17.4261,Saami
North Saami,čibbi,knee,b,68.725,22.1113,Saami
Inari Saami,iida,knee,f,69.4229,27.8658,Saami
Skolt Saami,puõlvv,knee,a,68.8326,29.7204,Saami
Kildin Saami,pūvvl,knee,a,68.2158,35.8348,Saami
Standard Finnish,polvi,knee,a,64.7628,25.5577,Finnic
Karelian Proper,polvi,knee,a,65.1691,30.8655,Finnic
Veps,polʹv,knee,a,60.3353,34.7865,Finnic
Ingrian,polvi,knee,a,59.47403,29.71145,Finnic
Western Votic,pe̮lvi,knee,a,NA,NA,Finnic
Standard Estonian,põlv,knee,a,58.55,25.82,Finnic
Võro South Estonian,põlv',knee,a,57.85,27,Finnic
Courland Livonian,pùola,knee,a,NA,NA,Finnic
Erzya,kumaža,knee,a,52.8548,45.3901,Mordvin
Meadow Mari,pulβuj,knee,a,55.8307,48.405,Mari
Komi-Zyrian,piʒ́e̮s,knee,c,64.0527,54.946,Permic
Komi-Permyak,piʒ́e̮s,knee,c,59.6602,54.7959,Permic
Udmurt,pi̮dʹes,knee,c,56.12921,52.63548,Permic
Hungarian,térd,knee,d,46.9068585714,19.6555271429,Ugric
Sosva Mansi,sāns,knee,e,NA,NA,Ugric
Vakh-Vasyugan Khanty,čäṇč,knee,e,60.10378,79.873651,Ugric
Nganasan,həagaj,knee,a,73.1354,86.2106,Samoyed
Tundra Nenets,púli°,knee,a,66.1775,71.0234,Samoyed
Selkup,pūlə,knee,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],sand,?,NA,NA,(reconstr.)
South Saami,saedtie,sand,e,62.8801,13.7006,Saami
Ume Saami,sàddee,sand,e,64.6383,18.646,Saami
Pite Saami,sádde,sand,e,66.4011,17.4261,Saami
North Saami,sáttu,sand,e,68.725,22.1113,Saami
Inari Saami,čunoi,sand,p,69.4229,27.8658,Saami
Skolt Saami,vuõddâs,sand,f,68.8326,29.7204,Saami
Kildin Saami,vūntas,sand,f,68.2158,35.8348,Saami
Standard Finnish,hiekka,sand,a,64.7628,25.5577,Finnic
Karelian Proper,hiekka,sand,a,65.1691,30.8655,Finnic
Veps,lʹete,sand,b,60.3353,34.7865,Finnic
Ingrian,līva,sand,c,59.47403,29.71145,Finnic
Western Votic,līv,sand,c,NA,NA,Finnic
Standard Estonian,liiv,sand,c,58.55,25.82,Finnic
Võro South Estonian,liiv,sand,c,57.85,27,Finnic
Courland Livonian,je̮ùgə,sand,d,NA,NA,Finnic
Erzya,pesok,sand,g,52.8548,45.3901,Mordvin
Meadow Mari,ošma,sand,h,55.8307,48.405,Mari
Komi-Zyrian,li̮a,sand,s,64.0527,54.946,Permic
Komi-Permyak,pese̮k,sand,q,59.6602,54.7959,Permic
Udmurt,luo,sand,s,56.12921,52.63548,Permic
Hungarian,homok,sand,i,46.9068585714,19.6555271429,Ugric
Sosva Mansi,sēj,sand,k,NA,NA,Ugric
Sosva Mansi,χis,sand,l,NA,NA,Ugric
Vakh-Vasyugan Khanty,săŋki̮,sand,m,60.10378,79.873651,Ugric
Nganasan,dʹū,sand,r,73.1354,86.2106,Samoyed
Tundra Nenets,təb°,sand,n,66.1775,71.0234,Samoyed
Selkup,kōra,sand,o,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],hear,a,NA,NA,(reconstr.)
South Saami,govledh,hear,a,62.8801,13.7006,Saami
Ume Saami,gùllat,hear,a,64.6383,18.646,Saami
Pite Saami,gullat,hear,a,66.4011,17.4261,Saami
North Saami,gullat,hear,a,68.725,22.1113,Saami
Inari Saami,kuullađ,hear,a,69.4229,27.8658,Saami
Skolt Saami,kuullâd,hear,a,68.8326,29.7204,Saami
Kildin Saami,kulle,hear,a,68.2158,35.8348,Saami
Standard Finnish,kuulla,hear,a,64.7628,25.5577,Finnic
Karelian Proper,kuulla,hear,a,65.1691,30.8655,Finnic
Veps,kulda ~ kūda,hear,a,60.3353,34.7865,Finnic
Ingrian,kūlla,hear,a,59.47403,29.71145,Finnic
Western Votic,kūлe̮ma,hear,a,NA,NA,Finnic
Standard Estonian,kuulda,hear,a,58.55,25.82,Finnic
Võro South Estonian,kuuldma,hear,a,57.85,27,Finnic
Courland Livonian,kūlə,hear,a,NA,NA,Finnic
Erzya,kulʹems,hear,a,52.8548,45.3901,Mordvin
Erzya,maŕams,hear,d,52.8548,45.3901,Mordvin
Meadow Mari,kolam,hear,a,55.8307,48.405,Mari
Komi-Zyrian,ki̮vni̮,hear,a,64.0527,54.946,Permic
Komi-Permyak,ki̮vni̮,hear,a,59.6602,54.7959,Permic
Udmurt,ki̮li̮ni̮,hear,a,56.12921,52.63548,Permic
Hungarian,hall,hear,e,46.9068585714,19.6555271429,Ugric
Sosva Mansi,χūli,hear,a,NA,NA,Ugric
Vakh-Vasyugan Khanty,kɔl,hear,a,60.10378,79.873651,Ugric
Nganasan,dʹindiśi,hear,c,73.1354,86.2106,Samoyed
Tundra Nenets,nəmtə°,hear,b,66.1775,71.0234,Samoyed
Selkup,üntə-,hear,c,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],laugh,?,NA,NA,(reconstr.)
South Saami,föörhkedidh,laugh,j,62.8801,13.7006,Saami
Ume Saami,tjaimadiht,laugh,c,64.6383,18.646,Saami
Pite Saami,"tjájbmat, tjájmadit",laugh,c,66.4011,17.4261,Saami
North Saami,boagustit,laugh,b,68.725,22.1113,Saami
North Saami,čaibmat,laugh,c,68.725,22.1113,Saami
Inari Saami,"poav'vustiđ, povustiđ, povvastiđ",laugh,b,69.4229,27.8658,Saami
Skolt Saami,påǥsted ~ pååǥǥsted,laugh,b,68.8326,29.7204,Saami
Kildin Saami,sījjne,laugh,m,68.2158,35.8348,Saami
Standard Finnish,nauraa,laugh,a,64.7628,25.5577,Finnic
Karelian Proper,nakroa,laugh,a,65.1691,30.8655,Finnic
Veps,nagrda,laugh,a,60.3353,34.7865,Finnic
Ingrian,nagrā,laugh,a,59.47403,29.71145,Finnic
Western Votic,nagre̮ma,laugh,a,NA,NA,Finnic
Standard Estonian,naerda,laugh,a,58.55,25.82,Finnic
Võro South Estonian,"naardma, naarma",laugh,a,57.85,27,Finnic
Courland Livonian,naʾgrə,laugh,a,NA,NA,Finnic
Erzya,pejdʹems,laugh,d,52.8548,45.3901,Mordvin
Erzya,rakams,laugh,k,52.8548,45.3901,Mordvin
Meadow Mari,βoštə̑lam,laugh,e,55.8307,48.405,Mari
Komi-Zyrian,śeravni̮,laugh,f,64.0527,54.946,Permic
Komi-Permyak,seravni̮,laugh,f,59.6602,54.7959,Permic
Udmurt,śerekjani̮,laugh,f,56.12921,52.63548,Permic
Hungarian,nevet,laugh,g,46.9068585714,19.6555271429,Ugric
Sosva Mansi,muwali,laugh,g,NA,NA,Ugric
Vakh-Vasyugan Khanty,ḷi̮səɣ-,laugh,h,60.10378,79.873651,Ugric
Nganasan,hidʹiśi,laugh,i,73.1354,86.2106,Samoyed
Tundra Nenets,pyisyəncy°,laugh,i,66.1775,71.0234,Samoyed
Selkup,pisəj-,laugh,i,65.7035,82.4441,Samoyed
Proto-Uralic*,*maɣi̮,earth,a,NA,NA,(reconstr.)
South Saami,eatneme,earth,b,62.8801,13.7006,Saami
South Saami,jåarta,earth,i,62.8801,13.7006,Saami
Ume Saami,eädˈnama,earth,b,64.6383,18.646,Saami
Pite Saami,ednam,earth,b,66.4011,17.4261,Saami
North Saami,eana,earth,b,68.725,22.1113,Saami
Inari Saami,eennam,earth,b,69.4229,27.8658,Saami
Skolt Saami,jânnam,earth,b,68.8326,29.7204,Saami
Kildin Saami,lavv’n,earth,h,68.2158,35.8348,Saami
Standard Finnish,maa,earth,a,64.7628,25.5577,Finnic
Karelian Proper,moa,earth,a,65.1691,30.8655,Finnic
Veps,ma,earth,a,60.3353,34.7865,Finnic
Ingrian,mā,earth,a,59.47403,29.71145,Finnic
Western Votic,mā,earth,a,NA,NA,Finnic
Standard Estonian,maa,earth,a,58.55,25.82,Finnic
Võro South Estonian,maa,earth,a,57.85,27,Finnic
Courland Livonian,mɔ̄,earth,a,NA,NA,Finnic
Erzya,moda,earth,c,52.8548,45.3901,Mordvin
Meadow Mari,mlande,earth,a,55.8307,48.405,Mari
Komi-Zyrian,mu,earth,a,64.0527,54.946,Permic
Komi-Permyak,mu,earth,a,59.6602,54.7959,Permic
Udmurt,"mu, muz",earth,a,56.12921,52.63548,Permic
Hungarian,föld,earth,d,46.9068585714,19.6555271429,Ugric
Sosva Mansi,mā,earth,a,NA,NA,Ugric
Vakh-Vasyugan Khanty,məɣ,earth,a,60.10378,79.873651,Ugric
Nganasan,mou,earth,a,73.1354,86.2106,Samoyed
Tundra Nenets,ya,earth,e,66.1775,71.0234,Samoyed
Selkup,čuə̑ččə,earth,g,65.7035,82.4441,Samoyed
Proto-Uralic*,*wasa ?,left,a,NA,NA,(reconstr.)
South Saami,gårroeh,left,n,62.8801,13.7006,Saami
Ume Saami,gårroo,left,n,64.6383,18.646,Saami
Pite Saami,gåro,left,n,66.4011,17.4261,Saami
North Saami,gurut,left,n,68.725,22.1113,Saami
Inari Saami,čižet,left,d,69.4229,27.8658,Saami
Skolt Saami,čiʹǯǯ- ~ čiʹǯs-,left,d,68.8326,29.7204,Saami
Kildin Saami,činč,left,d,68.2158,35.8348,Saami
Standard Finnish,vasen,left,a,64.7628,25.5577,Finnic
Karelian Proper,hura,left,b,65.1691,30.8655,Finnic
Karelian Proper,vasen,left,a,65.1691,30.8655,Finnic
Veps,hura,left,b,60.3353,34.7865,Finnic
Ingrian,kura,left,c,59.47403,29.71145,Finnic
Western Votic,kura,left,c,NA,NA,Finnic
Western Votic,pahe̮p,left,m,NA,NA,Finnic
Standard Estonian,vasak,left,a,58.55,25.82,Finnic
Võro South Estonian,kura,left,c,57.85,27,Finnic
Courland Livonian,kurà,left,c,NA,NA,Finnic
Erzya,kerš,left,e,52.8548,45.3901,Mordvin
Meadow Mari,šola,left,f,55.8307,48.405,Mari
Komi-Zyrian,šujga,left,g,64.0527,54.946,Permic
Komi-Permyak,šulʹga,left,g,59.6602,54.7959,Permic
Udmurt,palʹlʹan,left,h,56.12921,52.63548,Permic
Hungarian,bal,left,i,46.9068585714,19.6555271429,Ugric
Sosva Mansi,wōrti-pal,left,j,NA,NA,Ugric
Vakh-Vasyugan Khanty,pəɣi,left,k,60.10378,79.873651,Ugric
Nganasan,bətiə,left,a,73.1354,86.2106,Samoyed
Tundra Nenets,syata-nyaŋi°,left,l,66.1775,71.0234,Samoyed
Selkup,"kuə̑ti, kuə̑tikä",left,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],red,?,NA,NA,(reconstr.)
South Saami,rööpses,red,c,62.8801,13.7006,Saami
Ume Saami,ruapˈsada,red,c,64.6383,18.646,Saami
Pite Saami,ruappsat/ruäppsat,red,c,66.4011,17.4261,Saami
North Saami,ruoksat,red,c,68.725,22.1113,Saami
Inari Saami,ruop'sad,red,c,69.4229,27.8658,Saami
Skolt Saami,ruõpssâd,red,c,68.8326,29.7204,Saami
Kildin Saami,rūppse,red,c,68.2158,35.8348,Saami
Standard Finnish,punainen,red,a,64.7628,25.5577,Finnic
Karelian Proper,ruskie,red,b,65.1691,30.8655,Finnic
Veps,rusked,red,b,60.3353,34.7865,Finnic
Ingrian,pun̆nain,red,a,59.47403,29.71145,Finnic
Western Votic,kauniz,red,k,NA,NA,Finnic
Western Votic,puna,red,a,NA,NA,Finnic
Standard Estonian,punane,red,a,58.55,25.82,Finnic
Võro South Estonian,verrev,red,h,57.85,27,Finnic
Courland Livonian,puʾnni,red,a,NA,NA,Finnic
Erzya,jakstʹeŕe,red,e,52.8548,45.3901,Mordvin
Meadow Mari,"joškar, joškarɣe",red,e,55.8307,48.405,Mari
Komi-Zyrian,ge̮rd,red,f,64.0527,54.946,Permic
Komi-Permyak,ge̮rd,red,f,59.6602,54.7959,Permic
Udmurt,gord,red,f,56.12921,52.63548,Permic
Hungarian,piros,red,g,46.9068585714,19.6555271429,Ugric
Hungarian,vörös,red,h,46.9068585714,19.6555271429,Ugric
Sosva Mansi,nērp,red,i,NA,NA,Ugric
Sosva Mansi,wiɣər,red,h,NA,NA,Ugric
Vakh-Vasyugan Khanty,wertǝ,red,h,60.10378,79.873651,Ugric
Nganasan,dʹabakuo ~ dʹabaˀkuo,red,l,73.1354,86.2106,Samoyed
Tundra Nenets,nyar°ya°,red,j,66.1775,71.0234,Samoyed
Selkup,ńārqə,red,j,65.7035,82.4441,Samoyed
Proto-Uralic*,*maksa,liver,a,NA,NA,(reconstr.)
South Saami,librie,liver,c,62.8801,13.7006,Saami
South Saami,mueksie,liver,a,62.8801,13.7006,Saami
Ume Saami,müeksee,liver,a,64.6383,18.646,Saami
Ume Saami,ribˈree,liver,c,64.6383,18.646,Saami
Pite Saami,ribbre,liver,c,66.4011,17.4261,Saami
North Saami,vuoivvas,liver,b,68.725,22.1113,Saami
Inari Saami,vuoivas,liver,b,69.4229,27.8658,Saami
Skolt Saami,vuõivâs,liver,b,68.8326,29.7204,Saami
Kildin Saami,vūjvas,liver,b,68.2158,35.8348,Saami
Standard Finnish,maksa,liver,a,64.7628,25.5577,Finnic
Karelian Proper,maksa,liver,a,65.1691,30.8655,Finnic
Veps,maks,liver,a,60.3353,34.7865,Finnic
Ingrian,maksa,liver,a,59.47403,29.71145,Finnic
Western Votic,mahs,liver,a,NA,NA,Finnic
Western Votic,petšoŋk,liver,d,NA,NA,Finnic
Standard Estonian,maks,liver,a,58.55,25.82,Finnic
Võro South Estonian,mass,liver,a,57.85,27,Finnic
Courland Livonian,maksà,liver,a,NA,NA,Finnic
Erzya,makso,liver,a,52.8548,45.3901,Mordvin
Meadow Mari,mokš,liver,a,55.8307,48.405,Mari
Komi-Zyrian,mus,liver,a,64.0527,54.946,Permic
Komi-Permyak,mus,liver,a,59.6602,54.7959,Permic
Udmurt,mus,liver,a,56.12921,52.63548,Permic
Hungarian,máj,liver,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,mājt,liver,a,NA,NA,Ugric
Vakh-Vasyugan Khanty,muɣəl,liver,a,60.10378,79.873651,Ugric
Nganasan,mitə,liver,a,73.1354,86.2106,Samoyed
Tundra Nenets,mid°,liver,a,66.1775,71.0234,Samoyed
Selkup,mī̮tə,liver,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],hide,?,NA,NA,(reconstr.)
South Saami,tjïekedh,hide,e,62.8801,13.7006,Saami
South Saami,vöörhkedh,hide,t,62.8801,13.7006,Saami
Ume Saami,tjiahkat,hide,e,64.6383,18.646,Saami
Pite Saami,tjehkat,hide,e,66.4011,17.4261,Saami
North Saami,čiehkat,hide,e,68.725,22.1113,Saami
Inari Saami,čiehađ,hide,e,69.4229,27.8658,Saami
Skolt Saami,čiõkkâd,hide,e,68.8326,29.7204,Saami
Skolt Saami,peiʹtted,hide,w,68.8326,29.7204,Saami
Kildin Saami,čīgke,hide,e,68.2158,35.8348,Saami
Standard Finnish,kätkeä,hide,b,64.7628,25.5577,Finnic
Standard Finnish,piilottaa,hide,a,64.7628,25.5577,Finnic
Karelian Proper,kätkie,hide,b,65.1691,30.8655,Finnic
Karelian Proper,peitteä,hide,c,65.1691,30.8655,Finnic
Veps,pītta,hide,c,60.3353,34.7865,Finnic
Ingrian,peittǟ,hide,c,59.47403,29.71145,Finnic
Western Votic,ke̮rjama,hide,s,NA,NA,Finnic
Western Votic,saлautte̮ma,hide,r,NA,NA,Finnic
Standard Estonian,ära peita,hide,c,58.55,25.82,Finnic
Võro South Estonian,paotama,hide,q,57.85,27,Finnic
Courland Livonian,gläʾbbə,hide,d,NA,NA,Finnic
Erzya,kekšems,hide,b,52.8548,45.3901,Mordvin
Meadow Mari,šə̑ltem,hide,f,55.8307,48.405,Mari
Meadow Mari,tojem,hide,l,55.8307,48.405,Mari
Komi-Zyrian,"saike̮dni̮, saimovtni̮",hide,g,64.0527,54.946,Permic
Komi-Zyrian,ʒ́ebni̮,hide,h,64.0527,54.946,Permic
Komi-Permyak,"ʒ́ebni̮, ʒ́ebavni̮",hide,h,59.6602,54.7959,Permic
Udmurt,vati̮ni̮,hide,i,56.12921,52.63548,Permic
Hungarian,(el)rejt,hide,j,46.9068585714,19.6555271429,Ugric
Hungarian,eldug,hide,o,46.9068585714,19.6555271429,Ugric
Sosva Mansi,tūjti,hide,k,NA,NA,Ugric
Vakh-Vasyugan Khanty,kăńitǝ-,hide,p,60.10378,79.873651,Ugric
Nganasan,čīdʹa,hide,u,73.1354,86.2106,Samoyed
Tundra Nenets,təkəlcy°,hide,m,66.1775,71.0234,Samoyed
Selkup,oćəŋ-,hide,n,65.7035,82.4441,Samoyed
Proto-Uralic*,*kopa,skin,g,NA,NA,(reconstr.)
South Saami,njaltja ~ njaltje,skin,n,62.8801,13.7006,Saami
Ume Saami,[Form not found],skin,?,64.6383,18.646,Saami
Pite Saami,náhkke,skin,o,66.4011,17.4261,Saami
North Saami,liiki,skin,d,68.725,22.1113,Saami
Inari Saami,liške,skin,d,69.4229,27.8658,Saami
Skolt Saami,leʹšǩǩ,skin,d,68.8326,29.7204,Saami
Kildin Saami,tūllj,skin,l,68.2158,35.8348,Saami
Standard Finnish,iho,skin,a,64.7628,25.5577,Finnic
Karelian Proper,hipie,skin,b,65.1691,30.8655,Finnic
Veps,hibi,skin,b,60.3353,34.7865,Finnic
Ingrian,hibjä,skin,b,59.47403,29.71145,Finnic
Ingrian,iho,skin,a,59.47403,29.71145,Finnic
Ingrian,tēla,skin,m,59.47403,29.71145,Finnic
Western Votic,iho,skin,a,NA,NA,Finnic
Standard Estonian,nahk,skin,c,58.55,25.82,Finnic
Võro South Estonian,iho,skin,a,57.85,27,Finnic
Võro South Estonian,nahk,skin,c,57.85,27,Finnic
Courland Livonian,nɔ̄ʾgə(z),skin,c,NA,NA,Finnic
Erzya,kedʹ,skin,j,52.8548,45.3901,Mordvin
Erzya,kiśke,skin,e,52.8548,45.3901,Mordvin
Meadow Mari,koβašte,skin,f,55.8307,48.405,Mari
Komi-Zyrian,ku,skin,g,64.0527,54.946,Permic
Komi-Permyak,kućik,skin,g,59.6602,54.7959,Permic
Udmurt,ku,skin,g,56.12921,52.63548,Permic
Hungarian,bőr,skin,h,46.9068585714,19.6555271429,Ugric
Sosva Mansi,sow,skin,i,NA,NA,Ugric
Vakh-Vasyugan Khanty,sŏɣ,skin,i,60.10378,79.873651,Ugric
Nganasan,kuhuo,skin,g,73.1354,86.2106,Samoyed
Tundra Nenets,ŋaya,skin,k,66.1775,71.0234,Samoyed
Selkup,qopə,skin,g,65.7035,82.4441,Samoyed
Proto-Uralic*,*imi- ~ *ńimi-,suck,a,NA,NA,(reconstr.)
South Saami,njammedh,suck,a,62.8801,13.7006,Saami
Ume Saami,njammat,suck,a,64.6383,18.646,Saami
Pite Saami,njammat,suck,a,66.4011,17.4261,Saami
North Saami,njammat,suck,a,68.725,22.1113,Saami
Inari Saami,njoammađ,suck,a,69.4229,27.8658,Saami
Skolt Saami,njiimmâd,suck,a,68.8326,29.7204,Saami
Kildin Saami,njumme,suck,a,68.2158,35.8348,Saami
Standard Finnish,imeä,suck,a,64.7628,25.5577,Finnic
Karelian Proper,imie,suck,a,65.1691,30.8655,Finnic
Veps,imda,suck,a,60.3353,34.7865,Finnic
Ingrian,im̆mīä,suck,a,59.47403,29.71145,Finnic
Western Votic,imemä,suck,a,NA,NA,Finnic
Standard Estonian,imeda,suck,a,58.55,25.82,Finnic
Võro South Estonian,imemä,suck,a,57.85,27,Finnic
Courland Livonian,iʾmmə,suck,a,NA,NA,Finnic
Erzya,potʹams,suck,b,52.8548,45.3901,Mordvin
Meadow Mari,šupšam,suck,c,55.8307,48.405,Mari
Komi-Zyrian,ńońavni̮,suck,d,64.0527,54.946,Permic
Komi-Permyak,ńimavni̮,suck,a,59.6602,54.7959,Permic
Udmurt,noni̮ni̮,suck,d,56.12921,52.63548,Permic
Hungarian,szív,suck,f,46.9068585714,19.6555271429,Ugric
Hungarian,szopik,suck,e,46.9068585714,19.6555271429,Ugric
Sosva Mansi,sipɣi,suck,g,NA,NA,Ugric
Vakh-Vasyugan Khanty,em-,suck,a,60.10378,79.873651,Ugric
Nganasan,[Form not found],suck,?,73.1354,86.2106,Samoyed
Tundra Nenets,nyimnye°,suck,a,66.1775,71.0234,Samoyed
Selkup,ńim-,suck,a,65.7035,82.4441,Samoyed
Proto-Uralic*,*kanta-,carry,a,NA,NA,(reconstr.)
South Saami,guedtedh,carry,a,62.8801,13.7006,Saami
Ume Saami,güedˈdeet,carry,a,64.6383,18.646,Saami
Pite Saami,guäddet,carry,a,66.4011,17.4261,Saami
North Saami,guoddit,carry,a,68.725,22.1113,Saami
Inari Saami,kyed'diđ,carry,a,69.4229,27.8658,Saami
Skolt Saami,kueʹdˈded,carry,a,68.8326,29.7204,Saami
Kildin Saami,kūnn’te,carry,a,68.2158,35.8348,Saami
Standard Finnish,kantaa,carry,a,64.7628,25.5577,Finnic
Karelian Proper,kantoa,carry,a,65.1691,30.8655,Finnic
Veps,kanta ~ kantta,carry,a,60.3353,34.7865,Finnic
Ingrian,kantā,carry,a,59.47403,29.71145,Finnic
Western Votic,kante̮ma,carry,a,NA,NA,Finnic
Western Votic,ve̮mä,carry,k,NA,NA,Finnic
Standard Estonian,kanda,carry,a,58.55,25.82,Finnic
Võro South Estonian,kandma,carry,a,57.85,27,Finnic
Courland Livonian,kandə,carry,a,NA,NA,Finnic
Erzya,kandoms,carry,a,52.8548,45.3901,Mordvin
Meadow Mari,kondem,carry,a,55.8307,48.405,Mari
Meadow Mari,numalam,carry,i,55.8307,48.405,Mari
Komi-Zyrian,ne̮bavni̮,carry,j,64.0527,54.946,Permic
Komi-Zyrian,novli̮ni̮,carry,b,64.0527,54.946,Permic
Komi-Permyak,novje̮tni̮,carry,b,59.6602,54.7959,Permic
Udmurt,nulli̮ni̮,carry,b,56.12921,52.63548,Permic
Hungarian,cipel,carry,g,46.9068585714,19.6555271429,Ugric
Hungarian,hord,carry,c,46.9068585714,19.6555271429,Ugric
Sosva Mansi,ālmi,carry,d,NA,NA,Ugric
Sosva Mansi,ōńśi,carry,e,NA,NA,Ugric
Vakh-Vasyugan Khanty,ält-,carry,d,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,täl-,carry,f,60.10378,79.873651,Ugric
Nganasan,mi̮ndi̮si̮,carry,h,73.1354,86.2106,Samoyed
Tundra Nenets,xana°,carry,a,66.1775,71.0234,Samoyed
Selkup,quə̑ntə-,carry,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],ant,?,NA,NA,(reconstr.)
South Saami,garhke,ant,c,62.8801,13.7006,Saami
Ume Saami,gådhka,ant,c,64.6383,18.646,Saami
Pite Saami,gåttkå,ant,c,66.4011,17.4261,Saami
North Saami,gotka,ant,c,68.725,22.1113,Saami
Inari Saami,kutka,ant,c,69.4229,27.8658,Saami
Skolt Saami,kotkk,ant,c,68.8326,29.7204,Saami
Kildin Saami,kōttk,ant,c,68.2158,35.8348,Saami
Standard Finnish,muurahainen,ant,a,64.7628,25.5577,Finnic
Karelian Proper,muurahaine,ant,a,65.1691,30.8655,Finnic
Veps,murhāńe,ant,a,60.3353,34.7865,Finnic
Ingrian,mūrahain,ant,a,59.47403,29.71145,Finnic
Western Votic,sipp(e)likas,ant,b,NA,NA,Finnic
Standard Estonian,sipelgas,ant,b,58.55,25.82,Finnic
Võro South Estonian,kuklanõ,ant,c,57.85,27,Finnic
Võro South Estonian,pintslanõ,ant,f,57.85,27,Finnic
Võro South Estonian,sipõrlanõ,ant,b,57.85,27,Finnic
Courland Livonian,siprikki,ant,b,NA,NA,Finnic
Erzya,kotkudav,ant,c,52.8548,45.3901,Mordvin
Meadow Mari,kutko,ant,c,55.8307,48.405,Mari
Komi-Zyrian,koʒ́uv,ant,d,64.0527,54.946,Permic
Komi-Zyrian,"koʒ́uv-kot, kot",ant,c,64.0527,54.946,Permic
Komi-Permyak,ke̮ʒ́i̮v,ant,d,59.6602,54.7959,Permic
Udmurt,kuźilʹi,ant,d,56.12921,52.63548,Permic
Hungarian,hangya,ant,d,46.9068585714,19.6555271429,Ugric
Sosva Mansi,χōswoj,ant,e,NA,NA,Ugric
Vakh-Vasyugan Khanty,kočŋi̮,ant,e,60.10378,79.873651,Ugric
Nganasan,[Form not found],ant,?,73.1354,86.2106,Samoyed
Tundra Nenets,xudumka,ant,e,66.1775,71.0234,Samoyed
Selkup,qi̮ča,ant,e,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],heavy,?,NA,NA,(reconstr.)
South Saami,"leevles ~ löövles, lyövlehke",heavy,d,62.8801,13.7006,Saami
Ume Saami,låssada,heavy,e,64.6383,18.646,Saami
Pite Saami,"luossis, låssåt",heavy,e,66.4011,17.4261,Saami
North Saami,lossat,heavy,e,68.725,22.1113,Saami
Inari Saami,lussad,heavy,e,69.4229,27.8658,Saami
Skolt Saami,lossâd,heavy,e,68.8326,29.7204,Saami
Kildin Saami,lōss’es’,heavy,e,68.2158,35.8348,Saami
Standard Finnish,painava,heavy,b,64.7628,25.5577,Finnic
Standard Finnish,raskas,heavy,a,64.7628,25.5577,Finnic
Karelian Proper,jykie,heavy,c,65.1691,30.8655,Finnic
Karelian Proper,raskas,heavy,a,65.1691,30.8655,Finnic
Veps,jyged,heavy,c,60.3353,34.7865,Finnic
Ingrian,raŋkka,heavy,n,59.47403,29.71145,Finnic
Ingrian,raskaz,heavy,a,59.47403,29.71145,Finnic
Western Votic,painuke̮ᴢ,heavy,b,NA,NA,Finnic
Western Votic,raskà,heavy,a,NA,NA,Finnic
Standard Estonian,raske,heavy,a,58.55,25.82,Finnic
Võro South Estonian,kaalsa,heavy,m,57.85,27,Finnic
Võro South Estonian,rassõ,heavy,a,57.85,27,Finnic
Courland Livonian,lǟlam,heavy,d,NA,NA,Finnic
Erzya,staka,heavy,f,52.8548,45.3901,Mordvin
Meadow Mari,nele ~ lele,heavy,d,55.8307,48.405,Mari
Komi-Zyrian,śe̮ki̮d,heavy,g,64.0527,54.946,Permic
Komi-Permyak,śe̮ki̮t,heavy,g,59.6602,54.7959,Permic
Udmurt,śeki̮t,heavy,g,56.12921,52.63548,Permic
Hungarian,nehéz,heavy,h,46.9068585714,19.6555271429,Ugric
Hungarian,súlyos,heavy,i,46.9068585714,19.6555271429,Ugric
Sosva Mansi,tārwitəŋ,heavy,j,NA,NA,Ugric
Vakh-Vasyugan Khanty,läɣərt,heavy,j,60.10378,79.873651,Ugric
Nganasan,səŋkutuo,heavy,k,73.1354,86.2106,Samoyed
Tundra Nenets,səŋkowocy°,heavy,k,66.1775,71.0234,Samoyed
Selkup,se̮ččəm,heavy,l,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],take,?,NA,NA,(reconstr.)
South Saami,vaeltedh,take,b,62.8801,13.7006,Saami
Ume Saami,vàlldeet,take,b,64.6383,18.646,Saami
Pite Saami,válldet,take,b,66.4011,17.4261,Saami
North Saami,váldit,take,b,68.725,22.1113,Saami
Inari Saami,väldiđ,take,b,69.4229,27.8658,Saami
Skolt Saami,väʹldded,take,b,68.8326,29.7204,Saami
Kildin Saami,vāll’te,take,b,68.2158,35.8348,Saami
Standard Finnish,ottaa,take,a,64.7628,25.5577,Finnic
